Tanggal,Komentar,SE
2021-07-09 23:21:07,Nah ges kalo kita mau kereta harus ada sertifikat vaksin,SE Kemenhub-42-2021
2021-07-09 23:25:34,Kak kan kalau abis positif covid kan blm bisa di vaksin dulu trus gmna persyaratan nya harus nunggu 3 bulan,SE Kemenhub-42-2021
2021-07-10 3:28:05,min mau tanya. Misalkan surat vaksin bisa ndak d ganti sm surat keterangan sembuh dr covid yg d keluarkan dr RS ? Soalnya baru bisa vaksin setelah 3 bulan,SE Kemenhub-42-2021
2021-07-10 3:32:46,"Pagi min, untuk tgl 16 jakarta-tulungagung, syaratnya cuma antigen dan sertifikat vaksin saja kan? @kai121_",SE Kemenhub-42-2021
2021-07-10 4:22:16,"jika ga punya kartu vaksin gimana min? karena belum bisa vaksin, baru sembuh covid, harus tunggu 3 bulan baru bisa vaksin. mohon penjelasannya, terimakasih .",SE Kemenhub-42-2021
2021-07-10 5:07:05,min kalau blm bisa divaksin karena hipertensi gimana ? apa bisa pakai surat keterangan dari klinik ? @kai121_,SE Kemenhub-42-2021
2021-07-10 5:51:34,Untuk anak usia 5 thun 9 bulan apakah harus rapid antigen?,SE Kemenhub-42-2021
2021-07-10 8:04:31,Kalau sudah vaksin hanya menunjukkan kartu vaksin bagaimana? Dikarenakan sertifikat vaksin masih belum ada di pedulilindungi dan belum di sms ke nomor,SE Kemenhub-42-2021
2021-07-10 8:35:40,Jika sampai sekarang belum kebagian dapet vaksin tapi punya hasil negatif rapid antigen untuk ka jarak jauh apakah bisa?,SE Kemenhub-42-2021
2021-07-11 2:41:17,GeNose tidak diperbolehkan lantas kenapa sebelum PPKM boleh ? Apa yg membedakan ya min? Apa karena GeNose lebih murah gitu jdi yg Mahal biar laku juga ?,SE Kemenhub-42-2021
2021-07-11 3:30:42,"Selamat siang admin, jika saya ingin melakukan perjalanan ke Semarang menggunakan kereta api.. dan kondisi saya sekarang sedang hamil, sehingga saya belum mendapatkan vaksin dosis pertama, harus kah saya meminta surat keterangan dari bidan jika saya hamil ? Atau memakai buku kehamilan saja cukup.",SE Kemenhub-42-2021
2021-07-11 4:54:28,biaya rapid antigen brapa ya min?,SE Kemenhub-42-2021
2021-07-11 8:45:31,Setelah tgl 20 apakah tetap wajib menunjukkan sertifikat vaksin ?,SE Kemenhub-42-2021
2021-07-11 14:36:43,Kalo sertifikatnya belum bisa diunduh tapi pake kartu vaksin boleh ga?,SE Kemenhub-42-2021
2021-07-11 23:22:47,"Min, untuk yang sehabis kena covid dan belum sempat vaksin apa perlu juga sertifikat vaksin? Karena kan sehabis kena covid baru boleh vaksin 3 bulan setelah sembuh",SE Kemenhub-42-2021
2021-07-12 0:37:59,Bagaimana kalo blm ada sertifikat vaksin min????,SE Kemenhub-42-2021
2021-07-12 5:20:13,"Selamat siang min, mau tanya, kalau berupa bukti vaksin tapi bukan berupa sertifikat apakah masih diperbolehkan?",SE Kemenhub-42-2021
2021-07-12 6:13:26,Admin @kai121_  untuk anak usia di bawah 11 tahun selain antigen persyaratan apa lagi yg dibutuhkan untuk perjalanan jarak jauh?,SE Kemenhub-42-2021
2021-07-12 22:50:53,Mau tanya dari sidoarjo ke malang wajib nunjukin vaksin dosis pertama ya?,SE Kemenhub-42-2021
2021-07-12 23:22:04,"Min kalau misalnya udh vaksin dosis pertama,apakah tetap harus rapid?",SE Kemenhub-42-2021
2021-07-13 7:13:15,"Min @kai121_  klo sudah vaksin di stasiun, itu sertifikat kita di pedulilindungi.id blm jg terbit minimal nunggu brp jam ya, sedangkan besok nya setelah vaksin sertifikat menjadi persyaratan sedangkan kita hanya punya kartu vaksin saja, apakah cukup kartu min?",SE Kemenhub-42-2021
2021-07-13 15:21:17,Min kalo jkt - sby tapi tidak vaksin dikarenakan penyakit bawaan gimana?,SE Kemenhub-42-2021
2021-07-13 22:52:01,"Persyaratan perjalanan jauh utk anak usia di bawah 18 th, dan 5 th apa ya min ?",SE Kemenhub-42-2021
2021-07-15 1:51:08,Untuk biaya rapid antigen berapa yah,SE Kemenhub-42-2021
2021-07-15 3:09:33,"kalo baru 1 bulan abis positif covid apakah bisa untuk vaksin,",SE Kemenhub-42-2021
2021-07-15 4:22:14,Min antigen & vaksin harus duaduanya kah? Atau salah satu aja bisa?,SE Kemenhub-42-2021
2021-07-15 6:13:11,min kalo sudah di vaksin apa masih perlu tes antigen ?,SE Kemenhub-42-2021
2021-07-15 14:44:52,@kai121_  kak kalau adanya kartu vaksin boleh ga ?,SE Kemenhub-42-2021
2021-07-15 17:58:51,"Mau nanya, bukannya genose diakui di Indonesia tetapi kok saat ini tidak diberlakukan? Bukankah sama genose dan antigen",SE Kemenhub-42-2021
2021-07-16 4:38:48,Tgl 21 masih harus menyertakan surat vaksin kah min?,SE Kemenhub-42-2021
2021-07-16 5:29:13,Min..klau blum vaksin karena sdh lansia dan kondisi tidak mendukung untuk vaksin ? Apa di perbolehkan hanya menggunakan bukti PCR saja untuk kereta jarak jauh?,SE Kemenhub-42-2021
2021-07-16 10:40:25,"Dear admin, mau nanya, saudara saya hbis kena covid dan udah negatif pcr nya, klu mau vaksin blm bisa hrs nunggu 3 bulan pasca sembuh, klu mau naik kereta kan g ad surat vaksin dan kebetulan dia lg hamil, apakau sesuai point lima bisa pakai surat keterangan dari dr. Kandungan??,, hatur nuhun",SE Kemenhub-42-2021
2021-07-16 11:39:17,Min untuk hasil rapid test apa harus dicetak? Atau boleh bentuk pdf di hp?,SE Kemenhub-42-2021
2021-07-16 12:16:27,"Min, hasil rapid tes antigen keluarnya brp lama ya? Kalau ambil sampel nya pagi trus berangkat keretanya malam msh bisa kan? Berangkat dr gambir-yk..??",SE Kemenhub-42-2021
2021-07-16 13:18:09,"kl tgl 21 juli test genose sdh berlaku min? trs kl sdh vaksin tgl 15 tp surat vaksin blm keluar gimana min, sama ibu hamil kan tdk boleh vaksin, bisa ikut kan min?",SE Kemenhub-42-2021
2021-07-17 2:47:13,"Min kalo belom vaksin karna belum bisa , bisa gak naik kreta ke banjar ?",SE Kemenhub-42-2021
2021-07-17 3:06:49,Min mau tanya klo ibu hamil yg belum vaksin bagaimana?,SE Kemenhub-42-2021
2021-07-17 15:38:53,"Min, semarang-slawi (kaligung/kamandaka) harus pake kartu vaksin? Harus genose/rapid jg?",SE Kemenhub-42-2021
2021-07-18 6:39:32,Min untuk naik kereta apa musti PCR? Kalo serti vaksin dan rapid tes antigen saja apa bisa?,SE Kemenhub-42-2021
2021-07-20 21:44:46,"Min, mau pulang ke rumah ngga bisa,, krn belum vaksin. Mau vaksin aku harus bawa balita 1 tahun kemana² krn anakku ngga mau ikut siapa² kecuali aku, aku pake masker 3 lapis. Lha anakku, cuma pengaman face shield. Kendala mau vaksin dan rtPCR krn takut anakku terpapar.",SE Kemenhub-42-2021
2021-08-20 11:16:08,Min menunjukkan kartu vaksin berupa foto bisa?,SE Kemenhub-42-2021
2021-08-24 23:41:20,Kalau habis positif covid terus bisa vaksin setelah 3 bulan boleh ga,SE Kemenhub-42-2021
2021-09-06 0:22:41,Min.. mau tanya... kalo saat ini pengguna kereta jarak jauh cukup antigen saja dan vaksin apakah bisa?,SE Kemenhub-42-2021
2021-10-09 5:06:59,"min, genose diberlakukan lagi donggg untuk KA jarak jauh :(",SE Kemenhub-42-2021
2021-04-26 23:37:29,Untuk test pcr 1x24 jam itu waktu berlaku dihitung sejak pengambilan test atau ketika hasil keluar ya?,SE Satgas-13-2021
2021-04-29 1:40:51,"Selamat pagi min, kalau pesan test genose di offline bisa kan yaa?",SE Satgas-13-2021
2021-04-29 4:44:52,Untuk tawangalun apa juga tes genose min? @kai121_ ??,SE Satgas-13-2021
2021-04-29 5:30:14,Min .. kalau hari ini mau ke Blitar dari Surabaya naik kereta Penataran apa harus ada keterangan rapid test antigen ??,SE Satgas-13-2021
2021-04-30 3:39:30,Min Malang -Banyuwangi apakah perlu tes? Hari ini berangkat...,SE Satgas-13-2021
2021-04-30 10:42:22,"sore kak.. mau tanya nih.. saya kan sudah di vaksin covid19 2 tahap, sudah finish vaksin, ada sertifikatnya, klo naik kereta ada syarat rapid / genose tidak? kan sudah di vaksin, Terima kasih",SE Satgas-13-2021
2021-04-30 12:57:51,syaratnya cukup pake genose atau harus ada antigen ya min?,SE Satgas-13-2021
2021-04-30 16:49:02,Kalau sdah vaksin 2x gmna min ? @kai121_,SE Satgas-13-2021
2021-05-01 7:49:14,"Min, kalo usia 9 th, perlu rapid antigen juga ya min?",SE Satgas-13-2021
2021-05-01 8:14:39,"Mo nanya min, tes genose di stasiun bisa melayani untuk umum tdk ya? Maksudnya kalau gak ada tiket kereta trs mau tes genose aja bisa gak?",SE Satgas-13-2021
2021-05-03 2:45:29,"min...mohon dikasih keterangan kalau Genose yang diizinkan hanya yang dikeluarkan dari KAI ya, karena di RS dekat rumah ada layanan GeNOSe juga.",SE Satgas-13-2021
2021-05-03 5:57:22,Bayar brapa tes antigen min,SE Satgas-13-2021
2021-05-03 10:39:31,"Min, mau tanya schedule tes genose di semarang tawang jam berapa yaa",SE Satgas-13-2021
2021-05-03 15:01:06,Selamat malam min..min kalau rapid test antigen di rumah sakit boleh?,SE Satgas-13-2021
2021-05-05 9:00:12,Min mau tanya di Stasiun Kroya apa udh bisa Genose??,SE Satgas-13-2021
2021-05-09 14:43:06,Mau tanya min kalo di stasiun Kroya udah ada metode Genose c19 belom ya?,SE Satgas-13-2021
2021-05-18 12:32:22,Klo ada sertifikat vaksin apa harus tes jga? Aku terimakasih,SE Satgas-13-2021
2021-05-29 15:10:36,Min apa setiap stasiun ada layanan GeNose nya??,SE Satgas-13-2021
2021-02-11 6:39:25,Di stasiun gambir tdk tersedia genose?,SE Kemenhub-20-2021
2021-02-11 6:44:54,"Klo anak unur 8 th, wajib rapid kah?",SE Kemenhub-20-2021
2021-02-11 8:15:03,dibawah 12 th tdk perlu rapid tes ga berlaku lg min?,SE Kemenhub-20-2021
2021-02-11 8:19:43,"Siang kak, mau tanya untuk perjalanan wonokromo sby - probolinggo menggunakan rapid test gak ya?",SE Kemenhub-20-2021
2021-02-11 8:49:28,Kalau untuk anak umur 8 tahun harus rapid juga tidak?? keberangkatan tgl 16 februari,SE Kemenhub-20-2021
2021-02-13 3:47:53,"Mau tanya, Di gambir blm ada, apakah bisa genose di st. Senen walau berangkat dr gambir ?",SE Kemenhub-20-2021
2021-02-13 6:00:32,"min, kalau hasil rapid antigennya dari puskesmas bisa digunakan untuk perjalanan jauh?",SE Kemenhub-20-2021
2021-02-13 9:04:16,"Min, mau tanya untuk kereta Kediri - Surabaya apakah perlu test juga? Trims.",SE Kemenhub-20-2021
2021-02-13 10:06:27,Kak mau tanya bagi yg sudah dapat sertifikat vaksin covid apa tetap diwajibkan utk cek rapid/swab/genose ??,SE Kemenhub-20-2021
2021-02-13 10:31:38,"Min tanya dong, saya kan mau perjalanan Surabaya gubeng-Malang dan begitu sebaliknya, apakah membutuhkan surat hasil PCR/Swab test tidak?",SE Kemenhub-20-2021
2021-02-13 12:35:28,min kalau kereta probowangi banyuwangi surabaya apakah pakai rapid ?? @kai121_,SE Kemenhub-20-2021
2021-02-13 13:53:24,Maharani gimana min pake rapid kah?,SE Kemenhub-20-2021
2021-02-13 16:12:42,"Admin @kai121_ .. Tujuan sesama jatim.. Menggunakan kereta api ekonomi jarak jauh.. Kalau tanpa test rapid.. Genose dll... Tapi bawa kartu  kartu vaksin covid 19 smp dosis ke 2.... Bisa g ya, min...? Pengen pulang... ??",SE Kemenhub-20-2021
2021-02-14 1:07:41,Min udah tersebar di stasiun mana aja tes GeNose?,SE Kemenhub-20-2021
2021-02-14 6:04:35,"Siang Admin KAI121, apakah test Genose sudah ada di Stasiun Gambir? Tks??",SE Kemenhub-20-2021
2021-02-14 7:07:36,Untuk perjalanan Haurgeulis - Semarang  d butuhkan rapid tes juga kah ?,SE Kemenhub-20-2021
2021-02-14 7:36:52,"Halo min, untuk tes rapid genose apakah hnya berlaku utk calon penumpang ?? Kalo utk yg tdk bepergian tapi mau melakukan tes rapid di stasiun bs gak???",SE Kemenhub-20-2021
2021-02-14 7:51:04,Untuk perjalanan Surabaya Jember apa harus SWAB tes @kai121_,SE Kemenhub-20-2021
2021-02-14 8:16:34,Kak kalau otw dari gambir bisa ngga pakai genose di stasiun senen.,SE Kemenhub-20-2021
2021-02-14 13:07:44,Di stasiun madiun bisa GeNose apa tidak ya min ?,SE Kemenhub-20-2021
2021-02-14 21:25:18,Ini maksudnya skrg test yg berlaku itu GeNose atau rapid? Boleh milih salah satu atau harus semuanya?,SE Kemenhub-20-2021
2021-02-15 1:20:23,"Min, untuk kereta probowangi keberangkatan 16 Februari apa menggunakan surat rapid?",SE Kemenhub-20-2021
2021-02-15 1:46:49,Anak usia 1 tahun apakah diperbolehkan naik krl?,SE Kemenhub-20-2021
2021-02-15 5:55:16,Kak kalau sudah vaksin covid apa perlu swab lagi? Sudah mendapat sertifikat vaksin juga?? @kai121_,SE Kemenhub-20-2021
2021-02-15 16:19:53,Min Kediri-Surabaya apa harus rapid?,SE Kemenhub-20-2021
2021-02-16 14:31:47,Min kalau medan - tebing tinggi pakai rapit antigen jg ya?,SE Kemenhub-20-2021
2021-02-17 13:13:16,Min untuk tujuan Medan - kisaran bagaimana? Apakah harus menunjukkan hasil rapid tes?,SE Kemenhub-20-2021
2021-02-17 14:59:40,"Anak2 6 th harus pake pemeriksaan juga ya.... mana belum ada pemeriksaan genose di stasiun Sidareja. Berarti harus pake rapid antigen, harga antigen 3 kali lebih mahal daripada tiket Serayu… Oalah min min",SE Kemenhub-20-2021
2021-02-17 21:36:35,"Min nanya, kalo udah divaksin apa perlu di tes rapid? Kalo di rapid nanti pasti reaktif/positif. Gimana??",SE Kemenhub-20-2021
2021-02-18 9:31:55,Min kalau umur 7 th wajib ada keterangan semacam rapid gak ya?,SE Kemenhub-20-2021
2021-02-19 12:43:05,Min untuk bepergian dari nganjuk ke banyuwangi apa pakek rapid tes????,SE Kemenhub-20-2021
2021-02-22 1:16:51,halo min untuk perjalanan ketapang ke tanggul apa hrus mnunjukan rapit antigen.?,SE Kemenhub-20-2021
2021-02-24 2:38:07,Min ini berati kalo punya Genose sendiri dari pribadi bisa dipakai nggak tanpa harus genose atau antigen di stasiun lagi? Cukup genose saja tanpa harus antigen bisa buat syarat perjalanan? Terimakasih @kai121_,SE Kemenhub-20-2021
2021-02-25 3:45:14,Kalo dari Malang ke tulungagung pakai test dulu gak?,SE Kemenhub-20-2021
2021-03-06 2:54:52,Kak perjalanan ka jombang surabaya pakek rapid test atau tidak,SE Kemenhub-20-2021
2021-03-15 8:46:39,"Min, anak bayi usia 9 bulan apa boleh naik kereta?",SE Kemenhub-20-2021
2021-03-18 6:31:06,Min apakah yg sudah divaksin tetap harus menunjukkan surat keterangan hasil pemeriksaan covid-19 (genose/antigen) ?,SE Kemenhub-20-2021
2021-03-18 11:07:31,Min mw tanya untuk perjalanan jakarta-bandung apa harus rapid juga?,SE Kemenhub-20-2021
2021-03-20 10:24:00,Harus pake yang serba panjang gak ya pakaiannya kalo mau naik KA?,SE Kemenhub-20-2021
2021-03-28 3:42:09,Selamat siang kalau untuk kereta Jakarta Tegal apa perlu genose?,SE Kemenhub-20-2021
2021-01-31 18:04:14,"Untuk KA lokal, anak umur 2 th boleh naik ngga min?",SE Kemenhub-11-2021
2021-02-01 7:00:03,"Min genose 19 test bisa di stasiun mana aj rencananya, di Bandung adakah?",SE Kemenhub-11-2021
2021-02-01 22:00:50,@kai121_ kak KA kahuripan GDM-PWS dan KA bengawan KYA-PWS. Apakah harus pakai rapid test? Terimakasih??,SE Kemenhub-11-2021
2021-02-01 22:44:19,"Kak untuk tes antigen di stasiun apakah hasil suratnya ada keterangan ""hanya bisa digunakan untuk perjalanan kereta api""?",SE Kemenhub-11-2021
2021-02-02 0:26:59,Min @kai121_ untuk test genose berarti menggantikan pcr/antigen? dan itu test nya H- brp sebelum pemberangkatan? thanks,SE Kemenhub-11-2021
2021-02-02 4:36:36,Min kalau mau ke sby dari Bumiayu apakah harus rapid ? Karena kalau rapid harus ke Tegal atau ke Purwokerto,SE Kemenhub-11-2021
2021-02-02 5:06:49,Min kalo KA Brantas atau Matarmaja dengan perjalanan tegal- solo apa harus menyertakan hasil rapid test pcr? @kai121_,SE Kemenhub-11-2021
2021-02-02 7:54:37,min klo sdh pernah rapid/swab trus mau perjalanan lg apakh hrs tes rapid lgi? Atau tes rapid/swab berlaku slma perjalanan atau smpai kpn? Trims,SE Kemenhub-11-2021
2021-02-02 10:37:37,Min kalo dari stasiun banjar ke lempuyang wajib pake rapid?,SE Kemenhub-11-2021
2021-02-02 13:50:17,Kalo saya mau naik pesawat bisa gak sih rapid antigen di gambir ? Mohon di jawab ????,SE Kemenhub-11-2021
2021-02-02 15:48:43,Berarti naik kereta harus pakek rapid antigen ya min? Ngga bisa pakek rapid test biasa ?,SE Kemenhub-11-2021
2021-02-02 23:06:04,"Min @kai121_ ,KA Malang-Surabaya apakah pakai rapid antigen?",SE Kemenhub-11-2021
2021-02-03 11:31:27,Min. Mau tanya. Besok saya dari Banyuwangi mau ke Surabaya naik Probowangi apa perlu test? Terimakasih ??,SE Kemenhub-11-2021
2021-02-03 17:40:05,Selamat malam. Kalau test pcr untuk keberangkatan maksimal brp hari dari test?,SE Kemenhub-11-2021
2021-02-04 1:21:40,"Min, kalau naik kereta dari jombang-malang apa harus rapid?",SE Kemenhub-11-2021
2021-02-04 4:45:52,"Min, kalo dr Bandung ke Jkt perlu tes kah?",SE Kemenhub-11-2021
2021-02-04 11:04:57,@kai121_ min tanya dong..kalo tes PCR itu berlakunya 3 hari atau 2 minggu ya?,SE Kemenhub-11-2021
2021-02-04 11:45:55,Railmin yg saya hormati. bangil klakah pakai rapid gak min? Probowangi?,SE Kemenhub-11-2021
2021-02-05 1:50:27,Kalau kreta api dr surabaya ke semarang apakah harus melampirkan rapid antigen? Atau hanya butuh tes genose saja ?,SE Kemenhub-11-2021
2021-02-05 2:52:58,"Halo, admin.... saya berencana berangkat ke Jember dari Kota Malang. Apa wajib punya surat ket rapid test juga?",SE Kemenhub-11-2021
2021-02-05 17:52:16,"Min, kalau cirebon-purwokerto wajib pakai rapid antigen atau tidak?",SE Kemenhub-11-2021
2021-02-06 0:39:49,"Mau tanya min, apakah masa berlaku swab Antigen saya semisal saya test kemarin sebelum berangkat ke Cirebon hari kamis saya test rabu kemudian saya pulang hari sabtu Apakah masih berlaku surat keterangan swab Antigen punya saya tersebut",SE Kemenhub-11-2021
2021-02-06 5:55:41,Tw allun pakai rapid apa tidak ya?,SE Kemenhub-11-2021
2021-02-07 5:19:02,"Min, bukti sertifikat vaksin covid_19 tahap 1 dan 2 belum bisa dipake ya buat syarat perjalanan naik KAI?",SE Kemenhub-11-2021
2021-02-07 15:52:05,Min kalo kereta dr jember ke malang apa pakai tes antigen?,SE Kemenhub-11-2021
2021-02-08 7:31:55,Tes PCR berlaku berapa hari ya?,SE Kemenhub-11-2021
2021-02-26 4:36:52,Estimasi pemeriksaan GeNose berapa jam sebelum keberangkatan ?,SE Kemenhub-11-2021
2021-03-07 4:07:23,apa anak umur 3 tahun bisa untuk naek kereta min ?,SE Kemenhub-11-2021
2021-03-11 15:33:54,Halo kak.. .saya mau pulang dr luar negeri dgn membawa surat sehat dan hasil swab test.. apakah bila nanti sampai indo dan pulang ke kampung  memakai kereta api surat2 tsb masih bisa berlaku??,SE Kemenhub-11-2021
2021-03-26 0:56:57,Min kalo naik Comuter line jarak tangerang bogor boleh bawa anak dibawah 5 tahun ga?,SE Kemenhub-11-2021
2021-01-12 23:20:04,KA WIJAYAKUSUMA wajib rapid tes  tidak min,SE Kemenhub-4-2021
2021-01-13 1:17:21,rapid tes antigen,SE Kemenhub-4-2021
2021-01-14 9:00:13,Untuk kereta api tawang alun dan probowangi kebijakannya memakai surat sehat saja atau tetap memakai rapid antigen? Terimakasih mohon informasi jelasnya.,SE Kemenhub-4-2021
2021-01-14 9:58:38,Kak kalau pake surat ket rapid test antibodi ga apa apa?,SE Kemenhub-4-2021
2021-01-15 7:14:06,Gk paham min kalau dari pekalongan ke purwokerto wajib rapid tidak? ??,SE Kemenhub-4-2021
2021-01-15 11:09:51,Swab antigen H-1 apakah di perbolehkan ?,SE Kemenhub-4-2021
2021-01-16 2:27:05,Min mau tanya apa bener kalau udah vaksin covid-19 jika mau melakukan perjalanan tidak perlu untuk rapid antigen? Hanya perlu menunjukan sertifikat vaksin?,SE Kemenhub-4-2021
2021-01-16 3:34:00,Untuk KRL dari jakarta ke bogor harus pake swab test gk min?,SE Kemenhub-4-2021
2021-01-16 9:44:14,Min probowangi sidoarjo-jember wajib rapid kah?,SE Kemenhub-4-2021
2021-01-16 13:00:21,Jember - malang dengan kereta tawang alun apakah wajib rapid test ?,SE Kemenhub-4-2021
2021-01-16 14:14:08,Min mau tanya kalau mau di Kediri harus rapid juga yaa?,SE Kemenhub-4-2021
2021-01-16 16:49:31,"Hi Min mau tanya, jika surat hasil rapid antigen sudah digunakan saat pengecekan di stasiun KA, lalu masa berlaku 3x24 jam nya masih berjalan/ tersisa apakah surat hasil test tsb bisa digunakan untuk keperluan berangkat dengan pesawat saat cek di airport nanti? Terimakasih",SE Kemenhub-4-2021
2021-01-17 6:48:39,Apakah masa berlaku untuk PCR test sekarang hanya 3 hari?,SE Kemenhub-4-2021
2021-01-17 15:48:16,Untuk penumpang kaligung tujuan pekalongan - semarang apakah harus tes rapid antigen kak?,SE Kemenhub-4-2021
2021-01-18 5:52:04,Kalo kereta dari Malang ke papar apa harus rapid antigen ya min?,SE Kemenhub-4-2021
2021-01-18 8:56:11,"Min saya mau tanya 
Utk ka lokal KRD jurusan bojonegoro - sidoarjo, dan sidoarjo - malang. 
Apa perlu surat hasil tes pcr antigen..?",SE Kemenhub-4-2021
2021-01-20 15:34:52,"permisi min mau tanya, untuk kereta api Probowangi wajib rapid tes atau antigen kah? atau hanya surat sehat? terimakasih",SE Kemenhub-4-2021
2021-01-21 8:20:33,Apakah wajib rapid test untuk jurusan lamongan - semarang??,SE Kemenhub-4-2021
2021-01-23 5:47:14,Min mau tanya untuk perjalanan dari Surabaya ke Banyuwangi apakah perlu surat rapid test untuk melakukan perjalanan kereta api ???,SE Kemenhub-4-2021
2021-01-24 6:43:36,min kalo pake tegal express harus pakai Rapid jg kah? Crb-Jkt,SE Kemenhub-4-2021
2021-01-26 8:34:36,Kak skrg masih diperlakukan wajib rapid antigen ga ya?,SE Kemenhub-4-2021
2021-01-26 11:50:28,Min klo kereta Probowangi harus rapid juga?,SE Kemenhub-4-2021
2021-01-26 14:38:08,Min kalo mau naik kereta ke jkt-bandung wajib bawa surat rapid ga? @kai121_,SE Kemenhub-4-2021
2021-03-30 1:44:41,Min kalo dari purwokerto-jogja misalkan naik Bengawan atau Jayakarta harus tetap pakai Genose/ PCR /Antigen atau tidak?,SE Kemenhub-4-2021
2021-01-10 6:36:24,@kai121_ masa berlaku swab antigen dan pcr brp hari ?,SE Satgas-1-2021
2021-01-10 6:55:21,Jember-sby KA probowangi apa juga harus rapid antigen min?,SE Satgas-1-2021
2021-01-10 11:42:06,Klw naik KA ranggajati dari stasiun tanggul - Gombong pake surat rapit tes antigen apa gak ya min ?,SE Satgas-1-2021
2021-01-10 13:21:28,Perjalanan dengan KA KALIGUNG juga harus menggunakan rapid test antigen kah min?,SE Satgas-1-2021
2021-01-10 21:39:15,Min dari kroya ke jakarta apa harus rapid antigen min?,SE Satgas-1-2021
2021-01-11 3:23:50,Min kalo rapid antibodi boleh ga??,SE Satgas-1-2021
2021-01-11 4:07:46,"Min kalau dari Tegal-Solo KA Joglosemar, apa harus tes antigen?",SE Satgas-1-2021
2021-01-11 8:55:10,Untuk anak 9 bulan apa wajib rapid antigen min? @kai121_,SE Satgas-1-2021
2021-01-11 14:07:02,"Selamat malam admin @kai121_ mohon ijin bertanya, untuk hasil lab swab PCR itu masa berlakunya yang sebetulnya itu berapa hari ya? Saya tanya teman saya yang bekerja di KAI 14 hari, tetapi kemarin saat akan naik kereta dari salah satu stasiun petugas cek in tiket menyatakan kalau swab PCR juga berlakunya 3 hari saja. Mohon kejelasan informasi demi kenyamanan bersama, terimakasih ????",SE Satgas-1-2021
2021-01-11 21:32:34,Admin mau tanya kalo rapid antigen kan berlaku 3 hari nah kalo PCR/SWAB dari rumah sakit berlaku berap hari?,SE Satgas-1-2021
2021-01-12 12:02:59,min @kai121_  kalo misal saya test rapid antigen hari kamis 14 jan 2021 untuk perjalanan pergi hari kamis juga. dan rencana pulang hari minggu 17 jan 2021. hasil rapid antigen masih berlaku kan Min,SE Satgas-1-2021
2021-01-14 23:58:55,Kak untuk keberangkatan dari stasiun ciledug (crbn) - jatibarang pakai KA gaya baru malam apa perlu tes rapid antigen juga?,SE Satgas-1-2021
2021-01-15 7:35:51,"Mau tanya, Kalau kita punya hasil swab PCR apakah berlaku untuk h-3 juga seperti rapid antigen, atau 14 hari???? @kai121_",SE Satgas-1-2021
2021-01-15 11:00:09,min sekarang hasil swab PCR hanya berlaku 3 hari ya? @kai121_,SE Satgas-1-2021
2021-01-15 11:12:23,Apakah boleh swab antigen H-1 di Rumah Sakit ?,SE Satgas-1-2021
2021-01-15 13:17:58,Untuk kereta bandara Jogja kebumen apakah perlu rapid?,SE Satgas-1-2021
2021-01-16 0:34:49,Min klw dr jkt-sby pakek hasil tes swabnya. .itu berlaku 2 minggu kan?,SE Satgas-1-2021
2021-01-16 15:01:10,KA Maharani surabaya - semarang pakai rapid nggak min?,SE Satgas-1-2021
2021-01-17 2:32:03,"Kak @kai121_  saya dan 2 anak saya usia 5 dan 2 tahun akan naik kereta, apakah anak anak saya juga perlu test rapid?",SE Satgas-1-2021
2021-01-19 1:28:15,Min kalau Semarang - Tegal jga harus rapid?,SE Satgas-1-2021
2021-01-19 10:33:39,Berarti kalo swab pcr tetep 3 hari sama kaya swab antigen,SE Satgas-1-2021
2021-01-20 14:37:42,Jayabaya dari malang ke cepu apa harus rapid antigen min ??,SE Satgas-1-2021
2021-01-22 3:28:28,Min klo kereta PS Senen - Yogyakarta apa harus rapid test?,SE Satgas-1-2021
2021-01-22 7:52:12,"kek nya pakai deh , tapi bulan lalu  beberapa tujuan aja yang harus di persyaratkan untuk rapid antigen nya",SE Satgas-1-2021
2021-02-01 11:22:21,"Malam min, mau bertanya. Apakah untuk sekarang jurusan semarang-sumpiuh harus menunjukan Surat pcr/ swab antigen?",SE Satgas-1-2021
2021-12-24 4:12:23,Untuk kereta kaligung harus pcr tidak ya min,SE Kemenhub-112-2021
2021-12-24 4:16:30,Admin untuk tes antigen apakah harus yg sdh terafiliasi ke aplikasi pedulilindungi? Soalnya saya barusan tes hasil negatif rapid blm muncul di aplikasi. Saya konfirmasi ke pihak klinik katanya sdh di input ke sistem padahal,SE Kemenhub-112-2021
2021-12-24 5:47:37,untuk probowangi apa anak dibawah 12 tahun wajib pcr/ antigen min? @kai121_,SE Kemenhub-112-2021
2021-12-24 10:01:28,"Saya udah beli tiket KA jarak jauh buat tanggal 26 Desember, tp baru vaksin dosis 1 apakah boleh naik kereta? Kalo tidak apakah bisa dikembalikan uangnya?",SE Kemenhub-112-2021
2021-12-24 10:30:36,"Permisi mau tanya untuk anak usia 11,5 tahun, boleh tanpa didampingi orang tua ?",SE Kemenhub-112-2021
2021-12-24 12:27:25,Penumpang yg ga vaksin tp punya surat keterangan dokter pun ttp ga boleh?,SE Kemenhub-112-2021
2021-12-24 16:34:59,hai min jd bayi wajib ya pakai tes pcr? kalo antigen ga bisa ya min?,SE Kemenhub-112-2021
