Tanggal,Komentar,SE
2021-04-02 5:16:10,admin klo dr Tual mau ke Priok itu pake test apa yah ?? thx.,SE Satgas-12-2021
2021-04-03 4:32:50,"Selamat siang kak… tes Genose itu apa,",SE Satgas-12-2021
2021-04-03 6:39:21,Setelah ada tes genose apa masih harus ada test rapid antigen sebagai syarat perjalanan?,SE Satgas-12-2021
2021-04-04 5:15:35,Apakah masing harus menggunakan Lapiran surat rapid test min ?,SE Satgas-12-2021
2021-04-05 5:31:57,Min rapit test bisa dirumah sakit manapun,SE Satgas-12-2021
2021-04-07 0:24:16,klo dari priok ke batu ampar harus rapid tes ga min.. apa cukup genose,SE Satgas-12-2021
2021-04-07 1:18:04,"Min tanya ,kalau sudah pake genose 19 apa harus rapid test atau pcr juga ,atau cukup tes genose aja ,Makasih sebelumnya",SE Satgas-12-2021
2021-04-07 5:04:12,Siang min. mau tanya kalau ke jakarta-pontianak pake test apa ya,SE Satgas-12-2021
2022-03-09 12:49:03,"benar, jika usia dibawah 6 tahun tidak memerlukan persyaratan PCR atau antigen.",SE Kemenhub-24-2022
2022-03-09 13:28:10,"@pelni162 seperti  manokwari,  kaimana,  sorong, fak fak, itu masih pakai antigen ya min walaupun sdah vaksin lengkap",SE Kemenhub-24-2022
2022-03-09 14:16:48,Kewajiban tes pcr bagi anak2 dan antigen untuk orang tua bener2 bikin menguras emosi dan kantong,SE Kemenhub-24-2022
2022-03-09 14:18:42,"betul, jika belum vaksin lengkap, persyaratan mengikuti kebijakan kota tujuan",SE Kemenhub-24-2022
2022-03-09 15:07:10,Bila tidak pernah vaksin bolehkah naik pelni?,SE Kemenhub-24-2022
2022-03-09 15:28:11,"tidak bisa, minimal vaksisn dosis pertama.",SE Kemenhub-24-2022
2022-03-09 15:57:48,Apakah rute jakarta makassar udah pake persyaratan baru atau masih pake yg lama min?,SE Kemenhub-24-2022
2022-03-10 1:10:18,jika sudah vaksin sudah bisa beli tiket dan KTP.,SE Kemenhub-24-2022
2022-03-10 1:12:33,kalau sdh vaksin lengkap tidak usah antigen kan min,SE Kemenhub-24-2022
2022-03-10 1:26:15,untuk vaksin lengkap 2 atau 3 tidak menggunakan rapid test.,SE Kemenhub-24-2022
2022-03-10 2:14:13,surabaya - waingapu kok masih ttp pake rapid antigen min?,SE Kemenhub-24-2022
2022-03-10 2:23:19,"permisi infonya min, keberangkatan bulan ini KM. SINABUNG Rute Surabaya-Ternate. dan untuk antigen bagi yang vaksin dosis pertama bisa di lakukan di pelabuhan tidak?",SE Kemenhub-24-2022
2022-03-10 3:39:56,untuk vaksinnya dosis pertama atau sudah lengkap.,SE Kemenhub-24-2022
2022-03-10 5:38:44,jika sudah vaksin dosis lengkap tidak diwajibkan membawa surat keterangan negatif covid 19.,SE Kemenhub-24-2022
2022-03-10 6:26:58,Oh jadi lampirkan ktp sama sertifikat vaksin saja ya admin  ketika beli tiket?,SE Kemenhub-24-2022
2022-03-10 6:28:19,"Hai, untuk pembelian tiket bisa disiapkan identitas diri dan sertifikat vaksin.",SE Kemenhub-24-2022
2022-03-10 12:18:29,Untuk anak di atas 6 tahun dan belum pernah vaksin apakah bs melakukan perjalanan min?,SE Kemenhub-24-2022
2022-03-10 13:40:39,untuk diatas 6 th wajib sudah vaksin ya ketentuan nya saat ini.,SE Kemenhub-24-2022
2022-03-10 15:57:23,@pelni162 apa vaksinnya harus lengkap? Atau tidak apa2 dosis 1 dlu?,SE Kemenhub-24-2022
2022-03-10 17:06:08,jika baru vaksin ke 1 maka wajib mengikuti persyaratan sesuai kota yang dituju.,SE Kemenhub-24-2022
2022-03-11 0:44:33,"tapi persyaratan nya udh sama kok min pelni batam juga udh ga pake tes² lagi,, yg penting sdh lengkap vaksin nya",SE Kemenhub-24-2022
2022-03-11 2:58:24,untuk vaksinnya sudah lengkap atau dosis pertama?,SE Kemenhub-24-2022
2022-03-11 3:12:30,vaksin nya semua udh lengkap min,SE Kemenhub-24-2022
2022-03-11 4:42:00,@khairunnisawaris apakah harus vaksin lengkap?,SE Kemenhub-24-2022
2022-03-11 6:30:46,@khairunnisawaris untuk vaksinnya sudah dosis berapa?,SE Kemenhub-24-2022
2022-03-11 7:19:47,"Hai, seperti yang sudah diinformasikan jika keterangan sudah vaksinasi dosis kedua atau ketiga maka bisa melakukan pelayaran tanpa Antigen atau PCR.",SE Kemenhub-24-2022
2022-03-13 13:51:39,Untuk anak umur 3 tahun apa harus vaksin ya kak?,SE Kemenhub-24-2022
2022-03-13 14:11:57,jika usia di bawah 6 tahun tidak wajib vaksin.,SE Kemenhub-24-2022
2022-03-14 0:38:32,Min mau tanya kalo belum vaksin hanya rapid test pcr saja bisa ndak,SE Kemenhub-24-2022
2022-03-14 1:40:48,saat ini untuk seluruh pelayaran dengan PT Pelni wajib memiliki sertifikat vaksin minimal dosis pertama.,SE Kemenhub-24-2022
2022-03-14 9:40:00,Kalau yang sudah vaksin dosis 1 dan 2 gimana kak? Apakah masih rapid antigen lagi atau tidak?,SE Kemenhub-24-2022
2022-03-14 9:50:25,"jika masih dgn vaksin dosis pertama maka menggunakan PCR Test atau Antigen, jika sudah melakukan vaksinasi dosis lengkap atau vaksin booster maka dibebaskan dari syarat Antigen atau PCR Test.",SE Kemenhub-24-2022
2022-03-16 0:52:17,Untuk anak di bawah umur 6 tahun harus vaksin juga kak?,SE Kemenhub-24-2022
2022-03-16 1:45:47,untuk anak usia dibawah 6 tahun tidak diwajibkan vaksin.,SE Kemenhub-24-2022
2022-01-10 7:11:44,"tanggal 14/01 pukul 23.59 dengan menggunakan KM Kelud dan syarat perjalanan terbaru menuju kepri :
KTP
Untuk umur di atas 6 tahun sudah wajib vaksin , untuk dosis pertama dengan Surat Keterangan hasil Negatif Tes RT-PCR dan untuk vaksin kedua dengan Rapid Tes Antigen
Untuk anak anak di bawah 6 tahun wajib Tes RT-PCR
Wajib download aplikasi Peduli Lindungi
Surat Validasi keberangkatan dari KKP.",SE Kemenhub-95-2021
2022-01-10 9:05:16,"Min mw tanya ,apa di pelabuhan tidak diadakan utk tes antigen nya itu",SE Kemenhub-95-2021
2022-01-10 9:13:57,untuk melakukan test antigen atau pcr hanya tersedia di pelabuhan Tg. Priok saja saat ini.,SE Kemenhub-95-2021
2022-01-10 14:10:14,Min... gimana caranya beli tiket online dgn membawa anak umur 8 thn yg blum vaksin krn datanya terhubung ke apps peduli lindung?,SE Kemenhub-95-2021
2022-01-11 4:50:10,Min mau tanya anak usia 3 tahun untuk rute tanjung pinang - tnjung priuk pake tes apa yah min terimakasih,SE Kemenhub-95-2021
2022-01-11 5:25:35,rute tersebut persyaratannya sama seperti dewasa yang dikecualikan hanya vaksin saja.,SE Kemenhub-95-2021
2022-01-11 7:31:51,Min ibu hamil masih usia kandungan 12 minggu apa bisa naik kapal min? Tapi belum pernah vaksin.,SE Kemenhub-95-2021
2022-01-11 13:18:25,anak dibawah 12 THN antigen juga ya kak? bukan pcr?,SE Kemenhub-95-2021
2022-01-11 15:21:28,bisa menggunakan rapid test antigen maksimal pembuatan 1x24 jam sebelum keberangkatan.,SE Kemenhub-95-2021
2022-01-12 5:36:50,min kalo cuma pakai vaksin 1 boleh,SE Kemenhub-95-2021
2022-01-12 6:24:38,"silahkan bisa menggunakan vaksin dosis pertama , hasil antigen 1x24 jam sebelum keberangkatan, mengisi eHAC di aplikasi Peduli Lindungi.",SE Kemenhub-95-2021
2022-01-14 2:57:42,Anak umur 2 tahun apa kah harus swab antigen,SE Kemenhub-95-2021
2022-01-14 3:36:18,untuk rute tersebut dipastikan calon penumpangnya sudah vaksin minimal dosis pertama dan terdaftar di aplikasi pedulilindungi.,SE Kemenhub-95-2021
2022-01-15 14:27:17,untuk tujuan batam vaksin dosis pertama bisa melakukan pelayaran dengan melampirkan surat keterangan negatif covid19 berdasarkan hasil PCR-TEST dengan masa pembuatan 3x24 jam sebelum keberangkatan.,SE Kemenhub-95-2021
2022-01-16 3:44:17,Min kalau bali - surabaya butuh antigen? Udah 2 kali vaksin,SE Kemenhub-95-2021
2022-01-16 4:04:28,"Persyaratannya dengan Rapid Antigen masa pembuatan 1 x 24 jam sebelum kapal berlayar di tempat yang sudah bekerja sama dengan Kementrian Kesehatan, sertifikat vaksin minimal dosis pertama, mengisi eHAC di aplikasi Peduli Lindungi dan mematuhi protokol kesehatan.",SE Kemenhub-95-2021
2022-01-17 3:18:14,Mau tanya min… rute sby sampit untuk anak syaratnya apa min.... dan yg dewasa masih vaksin 1,SE Kemenhub-95-2021
2022-01-18 1:47:41,untuk anak usia dibawah 12 tahun membawa surat keterangan negatif covid19 berdasarkan rapid test antigen 1x 24jam ataupun PCR 3 x 24 jam sebelum kapal berangkat dan membawa KK atau akta yang asli.,SE Kemenhub-95-2021
2022-01-18 4:48:50,"Min, mau tanya kalo dari makassar ke sorong kalau vaksin dosis 1 apa bisa berangkat??",SE Kemenhub-95-2021
2022-01-18 5:43:52,"identitas diri, rapid test antigen 1x24 jam sebelum keberangkatan kapal, sertifikat vaksin minimal dosis pertama Yang terhubung dengan aplikasi peduli lindungi, mengisi eHAC dan menerapkan protokol kesehatan.",SE Kemenhub-95-2021
2022-01-19 8:09:01,saat ini ke Batam usia dibawah 6 tahun menggunakan PCR Test 3x24 jam sebelum keberangkatan.,SE Kemenhub-95-2021
2022-01-19 8:10:33,"tujuan ke Batam jika usia 6 tahun keatas sudah wajib vaksin minimal dosis pertama, dan diperbolehkan jika baru vaksin dosis pertama dengan persyaratan menggunakan PCR Test 3x24 jam sebelum keberangkatan.",SE Kemenhub-95-2021
2022-01-26 14:31:38,"Min mau Tanya, Kalau Dari Bau-Bau ke Ambon vaksin pertama saja bisa tidak ya???",SE Kemenhub-95-2021
2022-01-26 14:48:12,untuk menuju ke Ambon bisa dengan vaksin dosis pertama.,SE Kemenhub-95-2021
2022-02-05 1:09:27,Min.. untuk rute banggai manokwari untuk anak 3 tahun dan 1 tahun harus rapid min? Surat ket saja bisa min?,SE Kemenhub-95-2021
2022-02-07 4:19:59,@pelni162 antigen aja ga bisa min untuk dibawah 6 thun?,SE Kemenhub-95-2021
2022-02-07 4:41:51,dengan PCR test untuk usia dibawah 6 tahun.,SE Kemenhub-95-2021
2022-02-09 4:40:17,"min, kalau dr jawa timur - bali  untuk dosis satu rapid tes saja atau pcr min?, Sama anak usia 5 thn dan 2 thn",SE Kemenhub-95-2021
2022-02-09 5:17:31,untuk vaksinnya minimal dosis pertama dan tesnya rapid antigen maksimal 1 kali 24 jam sebelum keberangkatan.,SE Kemenhub-95-2021
2022-02-15 9:43:30,Min.. kalo dari batulicin ke Surabaya pake tes swab antigen apa pcr?,SE Kemenhub-95-2021
2022-02-15 9:58:21,untuk rute tersebut bisa menggunakan rapid test antigen.,SE Kemenhub-95-2021
2022-02-16 6:11:32,"dengan rapid antigen masa pembuatan 1 x 24 jam sebelum kapal berlayar, sertifikat vaksin dosis lengkap, mengisi eHAC di aplikasi Peduli Lindungi dan mematuhi protokol kesehatan.",SE Kemenhub-95-2021
2022-02-16 6:14:03,@pelni162 kalo dosis 1 pake PCR apa tidak boleh min,SE Kemenhub-95-2021
2022-02-16 6:28:57,untuk tujuan bau-bau saat ini kebijakannya dengan sertifikat vaksin dosis lengkap.,SE Kemenhub-95-2021
2022-02-16 8:00:50,@pelni162 sby bau-bau pake dosis lengkap apa aturan baru min,SE Kemenhub-95-2021
2022-02-16 8:02:56,minimal vaksin dosis ke 1.,SE Kemenhub-95-2021
2022-02-16 8:07:13,maaf min.... yg betul sby bau-bau itu pake dosis lengkap apa minimal dosis 1 min... mohon pencerahannya,SE Kemenhub-95-2021
2022-02-17 2:25:15,Selamat pagi admin.... minta informasi sby Lewoleba apa boleh pake vaksin 1x,SE Kemenhub-95-2021
2022-02-17 3:02:07,Surabaya lewoleba bisa menggunakan vaksin dosis pertama.,SE Kemenhub-95-2021
2022-01-06 11:21:40,"Tolong infonya Min, Keberangkatan Makassar-jakarta untuk anak Usia 5 tahun sudah bisa pakai Antigen???",SE Kemenhub-95-2021
2022-01-07 1:10:22,Apakah bisa hanya dengan sertifikat vaksin dosis pertama.,SE Kemenhub-95-2021
2022-01-07 3:16:18,Apakah anak2 kurang dr 12 thn bisa berlayar hrs vaksin ya pak?,SE Kemenhub-95-2021
2022-01-07 3:54:41,Untuk anak usia 1 tahun harus pcr atau antigen saja min,SE Kemenhub-95-2021
2022-01-07 11:08:56,Untuk anak usia 3 th  rute lembar-waingapu apa harus pcr/ antigen?,SE Kemenhub-95-2021
2022-01-07 11:09:52,Untuk anak usia 9 bulan rute lembar-waingapu apa harus pcr/ antigen?,SE Kemenhub-95-2021
2022-01-07 12:02:49,Min surabaya ke pontianak pakai test apa?,SE Kemenhub-95-2021
2022-01-08 7:27:36,Brarti baru vaksin pertama saja bs naik kapal admin?,SE Kemenhub-95-2021
2022-01-11 1:37:02,Mau tanya min Kalau dari bali ke labuan bajo bisa pake vaksin dosis pertama ?,SE Kemenhub-95-2021
2022-01-20 2:19:54,Di pelabuhan apa ada tempat rapit,SE Kemenhub-95-2021
2022-03-09 12:55:11,tujuan Tarakan - Makassar jika sudah vaksin lengkap sudah bebas Antigen dan Pcr ya Min ?,SE Kemenhub-24-2022
2022-03-10 11:20:00,"Info min, kalau misalnya belum vaksin dikarenakan sakit tumor, terus surat keterangan sakitnya bisa pakai hasil labnya aja kah Min",SE Kemenhub-24-2022
