Tanggal,Komentar,SE
2021-08-15 4:39:39,Kenapa ga cukup TIKET aja gitu loh ya Allah,SE Kemenhub-62-2021
2021-08-15 5:16:59,Mau tanya aturan anak dibawah 12 tahun tidak boleh terbang ? Apakah dalam hal ini termasuk bayi 1 tahun..? Mohon dijawab,SE Kemenhub-62-2021
2021-08-15 6:09:23,Harus rs pemerintah gitu? Knp ga d bolehkan puskesmas. Pdhl sama² milik pemerintah kan.,SE Kemenhub-62-2021
2021-08-15 7:55:48,"Mohon infonya, kalau saya mau ke bali dan sudah vaksin dosis ke 2 tetapi sertifikat vaksin saya blm keluar juga. Apa bisa pake kartu fisik vaksin yg di tanda tangan oleh nakes?",SE Kemenhub-62-2021
2021-08-16 1:59:06,liat ini aja pin biar jelas,SE Kemenhub-62-2021
2021-08-17 1:14:28,Rasaku ingin berdemo karna mau pulang aja masak iya harus temu KKP dulu buat minta ijin anak bisa flight atau engga,SE Kemenhub-62-2021
2021-08-17 1:52:00,Min dr UPG ke SUB syaratnya apa?,SE Kemenhub-62-2021
2021-08-18 1:15:58,"Selamat pagi min, mau tanya update utk biaya PCR utk dibandara juanda berapa biaya nya? ",SE Kemenhub-62-2021
2021-08-18 1:17:26,"Minn aku pengen pulang kampung, bisa ga persyaratannya ga usah rumit. Ga kasian apa sama anak perantauan",SE Kemenhub-62-2021
2021-08-18 3:20:16,Kalau bawa anak dibawah umur 12 thn yg harus dpt tindakan operasi yg di sertai surat keterangan dokter diperbolehkan tdk ya .. Mohon infonya,SE Kemenhub-62-2021
2021-08-18 5:11:26,min apakah keterangan PCR harus dari jejaring lab kemenkes atau boleh d klinik biasa?,SE Kemenhub-62-2021
2021-08-18 6:56:53,Anak anak kapan diperbolehkan? Susah sekali mau balik ke domisili asal,SE Kemenhub-62-2021
2021-08-18 7:24:59,kalo dari bpn - cgk vaksin lengkap harus tetep pcr?,SE Kemenhub-62-2021
2021-08-18 9:03:16,"Stres pak ga bisa pulang, dgn anak2, stres rawan covid pak",SE Kemenhub-62-2021
2021-08-18 14:45:14,KENAPA SETIAP BANDARA HARGA PCR BERBEDA?? KaTANYA TURUN!,SE Kemenhub-62-2021
2021-08-18 15:16:06,"Min skrng saya sudah vaksin lengkap dan mau penerbangan dari jakarta ke jogja, itu berarti bisa pakai rapid antigen ya?",SE Kemenhub-62-2021
2021-08-18 15:37:01,Kapan anak di bawah 12 boleh terbang?,SE Kemenhub-62-2021
2021-08-19 2:25:44,"Kalau cuma transit di CGK dan pindha pesawat untuk 7an selanjutnya apakah harus PCR 2*24 jam, atau hanya perlu Antigen karena sudh vaksin dosis ke2?",SE Kemenhub-62-2021
2021-08-19 2:47:23,"FYI Area Jawa-Bali, BAGI PENYINTAS COVID YANG TIDAK BISA DIVAKSIN HARUS MENYERAH SURAT REKOMENDASI DOKTER DARI RSUD DAN HASIL - PCR, tidak cukup dengan antigen !!",SE Kemenhub-62-2021
2021-08-20 6:47:38,"Sebenarnya anak di bawah 12 th boleh terbang gak si? kemaren ada saudara yg tanya di bandara semarang... dia mau pulang ke batam sm anak2nya.. katanya boleh bawa anak asal tujuan sesuai dgn alamat di kk & ktp dan harus tetap pcr. trus yg bener yg mana? di aturan bilangnya ""tidak diperkenankan""... udah hampir 2 bln mw pulang ke balikpapan ga bisa2...",SE Kemenhub-62-2021
2021-08-20 10:24:17,Saat ini saya di Jakarta dan Saya stay di bali / rumah saya di bali dan saya ada keperluan pulang ke bali keadaan mendesak tetapi saya punya 2 anak dibawah 12 tahun apakah bisa?,SE Kemenhub-62-2021
2021-08-20 10:36:31,"anak di bawah 12 tahun gak bisa naik pesawat, tapi kalo keluar negeri bisa yaa??",SE Kemenhub-62-2021
2021-08-21 9:32:05,Min saya mau pulang kampung rute Denpasar - Pekanbaru dengan bawa anak umur 10 THN dan Bayi umur 11 bulan dengan keadaan belum vaksin apa bisa ya min mohon infonya ya min soalnya sudah tidak bisa bertahan hidup lagi di Bali,SE Kemenhub-62-2021
2021-08-23 8:58:46,PCR nya harus di print ndak untuk CGK ?,SE Kemenhub-62-2021
2021-08-23 12:46:12,Masa anaknya ditinggal? Plis lah aturannya yg logika aja,SE Kemenhub-62-2021
2021-08-24 2:36:49,Jdi klo dr sby ke kalimantan perlu surat vaksin kah?,SE Kemenhub-62-2021
2021-08-24 3:31:06,"Min, ada updatenya ga?",SE Kemenhub-62-2021
2021-08-24 10:07:59,Untuk Antigen dan PCR apakah yang harus ter sinkron datanya di peduli lindungi atau E-HAC ?,SE Kemenhub-62-2021
2021-08-25 3:54:43,"Min, apakah di bandara melayani vaksin dosis 2 utk yang dosis 1 nya bulan lalu ambil vaksin di bandara (flight garuda?) Karena cari vaksin coronavac di tempat lain sulit. Sedangkan vaksin dosis 1 Dan 2 harus sama kan ya?",SE Kemenhub-62-2021
2021-08-25 4:36:01,Min.. kalau dari solo ke jkt PP syaratnya vaksin dosis 1 & pcr atau boleh antigen?,SE Kemenhub-62-2021
2021-08-25 5:38:59,"Bagi ibu hamil apabila belum divaksin apakah bisa? Mengingat per 1 agustus 21 untuk ibu hamil sudah bisa divaksin. Apabila bisa, apakah perlu surat dari dokter yang menyatakan bahwa belum divaksin? Atau hanya surat rekomendasi dari dokter bahwa boleh terbang. Mohon informasinya. Terima kasih",SE Kemenhub-62-2021
2021-08-25 8:01:03,Mau tanya. Saya kerjanya di kaltim  gak bisa vaksin di kaltim terus mau pulang ke surabaya  boleh apa tidak,SE Kemenhub-62-2021
2021-08-25 22:28:25,Min info anak di bawah 12 tahun bisa naik pesawat lgi kapan ya min,SE Kemenhub-62-2021
2021-08-26 9:24:44,Sampai kapan anak di bawah 12 tahun ndak boleh terbang ya mau balik ke daerah domisili di jatim blm bisa krn ada aturan ini…,SE Kemenhub-62-2021
2021-08-26 9:45:16,"Halo, PCR 2x24 jam itu terhitung sejak pengambilan sample?
Atau dari hasil keluar?",SE Kemenhub-62-2021
2021-08-26 9:58:35,"Anak dibawah 12 tahun ga boleh terbang alasannya takut membawa penyakit kah? Jelas"" yg dibandara dan yang akan terbang sudah vaksin dan swab pastinya jdi apa yang ditakutkan sama anak dibawah 12 tahun kan yang dewasa dibandara sudah melakukan prosedur , kalau memang anak harus antigen buat bukti sehat ya ga apa apa Menyulitkan sekali",SE Kemenhub-62-2021
2021-08-26 10:31:30,"nggak boleh bawa anak ya, padahal mau pulang ketempat suami karena habis melahirkan. Masih mending suami bs kesini masalahnya di daerah luwuk sulteng tempat PCR cuma 1 dan itu harganya lebih mahal dr tiket pesawatnya keluarnya paling cepat 1 minggu setelah test lagi ditambah makin lama klo banyak yg PCR. Peraturannya nggak realistis, nggak semua daerah di indonesia itu seperti jawa yg fasilitasnya memadai. Sudah pembangunan nggak merata tapi ngasih peraturan sama rata.",SE Kemenhub-62-2021
2021-08-27 1:05:15,Kenapa point pertama ga ada opsi jika sudah vaksin kedua????,SE Kemenhub-62-2021
2021-08-27 2:45:40,Knp anak2 d larang terbang,SE Kemenhub-62-2021
2021-08-27 4:26:52,Udah vaksin 2 kali dan tetap pcr,SE Kemenhub-62-2021
2021-08-27 7:00:14,Kapan dong ada perubahan,SE Kemenhub-62-2021
2021-08-27 11:04:19,Kapan ya bebas terbang segala usia,SE Kemenhub-62-2021
2021-08-30 11:32:41,ini ya sis,SE Kemenhub-62-2021
2021-08-31 5:44:38,"Mohon informasi syarat penerbangan di Angkasa Pura Sumatra Barat /Padang, Minangkabau Airport. Terima kasih.",SE Kemenhub-62-2021
2021-09-01 9:21:37,Anak dibawa 12 tahun bersama orang tua (KTP Bali) untuk pulang ke area asal bisa? Misalnya Sulawesi ke Bali?,SE Kemenhub-62-2021
2021-09-02 16:15:17,"vaksin udah, PCR juga wajib. money money money",SE Kemenhub-62-2021
2021-09-03 7:04:09,Jkt lombok kalau udah 2 kali vaksin berarti antigen aja ya ?,SE Kemenhub-62-2021
2021-09-04 6:46:36,Apakah umur anak 1 taun masih blm bs naik pesawat ?,SE Kemenhub-62-2021
2021-09-05 5:20:01,Anak anak kapan bisa brngkt sih? udah cukup lama ini pisah dri keluarga,SE Kemenhub-62-2021
2021-09-07 10:13:11,"Mau tanya dong bund . Klo misalnya dari kalimantan mau ke sumatra tapi transit nya di jakarta , terus udah vaksin dosis 2 gmn ya solusinya pake pcr atw antigen . Berat di biaya nya",SE Kemenhub-62-2021
2021-09-12 6:32:35,makcik ini infonyaa,SE Kemenhub-62-2021
2021-09-13 11:42:33,Kak klo wNA trs blm bisa vaksin gmn mau berangkatnya,SE Kemenhub-62-2021
2021-09-14 12:54:49,"Saya sudah vaksin ke 2, di daerah Bekasi (PPKM lev 3). Kalo mau terbang ke samarinda, apakah bisa Antigen saja   ?",SE Kemenhub-62-2021
2021-09-30 13:51:09,kl ke samarinda harus PCR?,SE Kemenhub-62-2021
2021-10-04 5:53:47,"Min, kalo ke lombok sudah vaksin dosis 2 apa bisa pakai antigen  ",SE Kemenhub-62-2021
2021-10-12 16:13:48,kakak admin untuk pnerbangan tujuan Makassar dri ternate persyaratannya skrg apa yah,SE Kemenhub-62-2021
2021-10-16 23:57:27,Ini yg terupdate ?,SE Kemenhub-62-2021
2021-07-29 13:49:29,Kalo disuatu kota hnya melayani orang yg ber KTP kota tsb gmn nasib kita org sebagai pendatang ??,SE Kemenhub-57-2021
2021-07-29 22:47:31,"Mau tanya serius, katanya maskapai suka batal tiba2… ini beneran gak sih???? Kalo benar adanya . Sayang dong itu pcr mahal2… tolong yg tau balas ya",SE Kemenhub-57-2021
2021-07-30 1:26:34,Yakin aja mbak bisa kok,SE Kemenhub-57-2021
2021-07-30 2:21:09,Klu di jogja di bayar ya atau atau ada persyaratannya klu mau vaksin?,SE Kemenhub-57-2021
2021-07-30 3:50:38,"Syarat vaksin. Dijogja full semua
Mw balik riau g bs sedih",SE Kemenhub-57-2021
2021-07-30 4:45:20,"Min mau tanya, apakah wanita hamil harus menunjukkan sertifikat vaksin tahap 1 juga?  ",SE Kemenhub-57-2021
2021-07-30 6:24:37,"Gila harga PCR yg 1x24 jam aja 1,2 di manado, dan selalu overload jadi daftarnya harus jauh2 hari… plis deh, negara stop berbisnis di situasi ini",SE Kemenhub-57-2021
2021-07-30 6:57:41,Saya kejebak di manado mau pulang ke bandung susah,SE Kemenhub-57-2021
2021-07-30 11:24:11,Bisa minta list daerah2 sesuai dgn levelnya,SE Kemenhub-57-2021
2021-08-01 13:11:22,Tolong pak saya tahu bapak org nya baik hati dan bijaksana . pak tolonglah kami rakyat kecil di perantauan yang sewaktu-waktu dalam keadaan mendesak harus  melakukan perjalanan udara dan untuk membayar PCR sangat terasa berat kami memohon untuk di berikan keringanan berlalukan lah kembali ANTIGEN dan GENOSE pak agar kami rakyat kecil tidak begitu kesusahan,SE Kemenhub-57-2021
2021-08-02 2:43:25,"kalo memang niat mau naik bisnis pariwisata lagi setidaknya PCR itu bisa di ubah dengan RT Antigen, yang harganya lebih masuk diakal. test PCR aja 800rb x 2. harga PCR sama seperti harga tiket pesawat semoga dengan kelarnya PPKM bisa diubah lagi untuk syarat penerbangannya",SE Kemenhub-57-2021
2021-08-02 4:01:54,semakin berat,SE Kemenhub-57-2021
2021-08-02 5:07:53,Surat Pengantar RT RW Perlu gak ?,SE Kemenhub-57-2021
2021-08-02 5:49:12,"Kalo bisa syarat PCR nya di hapus.. kita naik pesawat.. blm tentu banyak uang, tp karena waktu ijin kerja mepet.. dan pendapat sy.. swab antigen utk naik pesawat msh bisa di toleransi.. interaksi naik pesawat lebih sedikit",SE Kemenhub-57-2021
2021-08-02 9:53:36,Udah jangan ketipu lagi sama promo promo tiket pesawat. Ga akan untung biarkan aja sekalian bangkrut lah itu industri penerbangan.,SE Kemenhub-57-2021
2021-08-02 11:20:19,untuk daerah yang tidak ada laboratorium bagaimana apakah tetep harus PCR,SE Kemenhub-57-2021
2021-08-02 12:41:27,"Fix, ini mah gagal terbang ke Bali lagi, Rugi 1.3 Juta gk ikhlas gue. Peraturan kaya ini",SE Kemenhub-57-2021
2021-08-02 12:53:02,sampe kapan sih mau pcr astaga kapan pulangnya,SE Kemenhub-57-2021
2021-08-02 13:28:27,"Saya rencana dengan anak saya usia 11 tahun mau flight,  adakah yg punya pengalaman surabaya-pontianak? Bisa ga ya? Mohon info",SE Kemenhub-57-2021
2021-08-02 14:13:42,hai kak tolong informasikan juga dong untuk pelaksanaan vaksinasi bagi calon penumpang pesawat angkasa pura. Terimakasih,SE Kemenhub-57-2021
2021-08-03 1:38:40,Tiket sama PCR mahalan PCr nya :((,SE Kemenhub-57-2021
2021-08-03 1:48:56,"Kenapa hrs pcr min, mahal banget min harga pcr seharga harga tiket",SE Kemenhub-57-2021
2021-08-03 1:58:14,"Selamat Pagi  
saya ingin menanyakan apakah memungkinkan untuk saya menjemput istri dan 3 anak saya yang masih balita dari banten ke riau melalui penerbangan? 
Dimana persaratannya makin hari semakin berat.
Sudah 8 bulan saya tinggal berjauhan sejak istri saya mau melahirkan anak ke 3 kami. Bulan desember tahun lalu saya bawa anak istri ke rumah mertua saya di riau supaya anak ke 3 kami lahir disana, dekat dengan keluarga karena kebetulan saya sering kerja keluar kota.",SE Kemenhub-57-2021
2021-08-03 2:31:44,"mau pindah domisili tp kendalan di anak, mohon infonya kalo ada yg udh bisa terbang ke balikpapan membawa anak syaratnya apa ya?",SE Kemenhub-57-2021
2021-08-03 2:51:51,"Sudah dua kali tiket pesawat di reschedule dari maskapai, sudah dua kali juga PCR hangus... Pelan Pelan Kantong Mengering",SE Kemenhub-57-2021
2021-08-03 2:57:30,Aturan baru belum keluar ya min...??? untuk penerbangan ke jogja apakah harus ada PCR? gila sih itu mahal banget testnya,SE Kemenhub-57-2021
2021-08-03 3:20:35,"Hrga tiket dri Papua 2,5 juta + tes PCR 2.5 Juta, Hasil 5 juta sekali pergi semoga bisa antigen",SE Kemenhub-57-2021
2021-08-03 3:51:40,Klu di desa gk ada vaksin dan pcr gmn dong?? jauh banget klo harus ke rumah sakit besar di kota,SE Kemenhub-57-2021
2021-08-03 3:53:32,"Wes gk paham lgi, mau kumpul keluarga aja susah bnget. Kasian ortu di jawa mau balik ke Riau gk bisa, mana udh tua gk ngerti ini itu",SE Kemenhub-57-2021
2021-08-03 5:31:58,"Auto GK terbang"" dulu,",SE Kemenhub-57-2021
2021-08-03 5:50:24,Berarti min kalau semisal dari Jogja ke Pekanbaru harus pcr ya?,SE Kemenhub-57-2021
2021-08-03 6:22:57,"tanya, untuk anak usia di bawah 12 tahun (8 tahun), apakah wajib PCR juga? Atau cukup antigen saja? Terima kasih",SE Kemenhub-57-2021
2021-08-03 6:40:07,"Udah Vaksin dosis kedua pun ttp PCR. Percuma jg udah vaksin, Murah PCR nya, gila mahalan tes pcr dari tiketnya",SE Kemenhub-57-2021
2021-08-03 7:04:13,Min ditempat sy untuk tes pcr ditempat yg terdaftar kemenkes sudah tdk menerima pcr mandiri. Saya mau terbang dari YIA-PKU. Info bisa PCR dimana ya yg dekat bandara? Sy dari Purbalingga.,SE Kemenhub-57-2021
2021-08-03 7:05:21,Terlalu ribet dan banyak syarat lama2 penerbangan bangkrut min,SE Kemenhub-57-2021
2021-08-03 7:41:08,"Tadi suami saya datang ke bandara YIA untuk menanyakan terkait penerbangan untuk anak d bawah 12 tahun. Alhamdulillah diperbolehkan. Dengan catatan kembali ke daerah asal. Syaratnya kk/ kia, surat domisili dr daerah asal cukup dari RT saja. Dan materai 10 ribu karena nanti ada surat pernyataan yg akan di tandatangani antara maskapai dan penumpang. Itu saja info dr saya semoga membantu.. trims",SE Kemenhub-57-2021
2021-08-03 9:53:13,Hasil PCR aja 2x24 jam baru keluar,SE Kemenhub-57-2021
2021-08-03 14:52:54,Bawa anak anak di bawah 12 th masa harus PCR? Yg bener nih,SE Kemenhub-57-2021
2021-08-04 4:48:36,Kalo belum dapat vaksin gimana min ? Apakah ada solusi lain ... Mohon penjelasannya,SE Kemenhub-57-2021
2021-08-04 7:15:56,Untuk ibu hamil bagaimana? Sementara belum bisa vaksin. Karena belum ada jatah ibu hamil,SE Kemenhub-57-2021
2021-08-04 8:08:06,"Min kenapa di bandara Syamsudin Noor belum melayani vaksin ya , sedangkan dari data Bandara Internasional semua melayani vaksin sudah H-1 atau 4 jam sebelum keberangkatan , mohon dijawab min  ",SE Kemenhub-57-2021
2021-08-04 12:14:47,"Min untuk anak di bawah 12 tahun dibatasi maksudnya apa ya min? Dilarang atau dibatasi jumlahnya dalam 1 penerbangan.
Anak saya dibawah 12 tahun dan istri rencana ke Bali, karena keluarga semua di bali, dan kalo anak saya ndak bisa terbang sama siapa dia d sana?? Sedangkan istri saya wajib ke Bali untuk menyelesaikan kuliahnya.. WAJIB.",SE Kemenhub-57-2021
2021-08-05 9:22:01,Karna banyak yg palsu surat pcr,SE Kemenhub-57-2021
2021-08-05 10:20:24,masih di batasi anak kecil untuk sementara,SE Kemenhub-57-2021
2021-08-05 10:33:41,"Kalau yg 1 bulan kmrn baru kena covid dan udh sembuh, trus ada kebutuhan mendadak dan harus terbang ke Jogja apakah harus pke sertifikat vaksin? Soalnya kan minimal 3 bulan kan di vaksin setelah kena covid",SE Kemenhub-57-2021
2021-08-05 10:48:20,Udah terlanjur beli tiket gimana min.. anak usia 2 thn pula,SE Kemenhub-57-2021
2021-08-05 14:02:43,Info rs yg Bisa PCR keluar negeri dong,SE Kemenhub-57-2021
2021-08-05 14:03:00,Kalo sudah tidak PPKM Apakah masih tes ?,SE Kemenhub-57-2021
2021-08-05 15:02:24,"PCR ini membunuhku, harga PCR di medan, mulai dari 850 rb sampai 1,3 juta rupiah, iya klo negatif, klo positif?",SE Kemenhub-57-2021
2021-08-05 23:48:42,apakah boleh menggunakan kartu vaksin (bukan sertifikat vaksin) karna sudah 2 minggu di vaksin tapi sertifikat belum juga tersedia di pedulilindungi.id,SE Kemenhub-57-2021
2021-08-06 2:24:00,Bayar PCR Bangkrut... Knp sih gak antigen aja... susah rakyat menengah ke bawa aja,SE Kemenhub-57-2021
2021-08-07 2:41:39,"Min mau tanya kalau misalnya dari Cengkareng ke pangkal pinang(depati amir) syaratnya, PCR sama vaksin dosis pertama aja, atau pakai surat keterangan RT /RW lagi?",SE Kemenhub-57-2021
2021-08-07 7:29:59,Halo admin. Kata teman sy ada yg dtolak krn g bawa surat pengantar RT RW... Itu ulah oknum atau bagaimana ya?,SE Kemenhub-57-2021
2021-08-08 9:23:39,3 x pcr (rentan waktu terntu) dan hasilnya positif trus… tiket hangus … dah 1 bulan mangkir kerja gara2 isoman berulang… saya berharap biaya PCR dinaikkan lg jd 10 juta,SE Kemenhub-57-2021
2021-08-09 4:45:53,Mau tanya min anak 1 THn masak harus antigen?,SE Kemenhub-57-2021
2021-08-11 1:56:36,Pcr 2x24 jam ini itungnya gimana ya? Soalnya hasil pcr keluarnya kadang sehari setelah tes,SE Kemenhub-57-2021
2021-08-17 1:17:31,Mohon info untuk pemenangan bali kupang anak2 dibawah 12 boleh g terbang makasi,SE Kemenhub-57-2021
2021-08-20 17:53:39,Min bagaimana dengan pasien yg sudah positif covid yang telah selesai isoman dan dinyatakan negatif dengan hasil test pcr. Tapi memiliki vaksin dosis pertama.. Apakah harus pcr juga min untuk pergi ke bali?  Karena orang yang terkena covid19 butuh 3 bulan untuk menerima vaksin keduanya.. Atau hanya dengan surat  telah selesai isoman dari puskesmas setempat dan hasil negatif antigen ..atau perlu pcr lagi ketika ingin melakukan penerbangan domestik..,SE Kemenhub-57-2021
2021-09-08 12:58:25,Klw misalnya saya mw ke jakarta saya sdh vaksin 1 dan 2  tetap harus tes swab PCR?,SE Kemenhub-57-2021
2021-09-12 11:40:22,PCR.... Mahal......,SE Kemenhub-57-2021
2021-09-22 9:56:03,"Mau nanya nih, masa dari Jogja ke Lombok bisa antigen gak? Sudah 2 kali vaksin",SE Kemenhub-57-2021
2021-07-23 1:09:10,Klo gk ada surat keterangan Rt/ Rw bisa diganti dgn surat ket dari kelurahan yaa ???,SE Kemenhub-53-2021
2021-07-24 3:16:54,"liat.... d liat dari biaya tiket sm biaya PCR, berasa bukan naik pesawat.. tp naik PCR",SE Kemenhub-53-2021
2021-07-24 5:00:51,JKT-LAMPUNG harus RT PCR ya min??,SE Kemenhub-53-2021
2021-07-24 5:26:16,Harus pakai surat dari RT RW apa betul min?,SE Kemenhub-53-2021
2021-07-24 6:07:02,min kalau dri sumatera mau balik ke jakarta krna hrs vaksin dosis ke 2 bgaimana?...,SE Kemenhub-53-2021
2021-07-24 6:18:59,Hitungan PCR dr hasil keluar atw pengambilan sampel???,SE Kemenhub-53-2021
2021-07-24 7:18:15,"Bangkrut Pak sama PCRnya, lebih mahal dari harga tiket pesawat (kecuali Garuda)",SE Kemenhub-53-2021
2021-07-24 7:31:21,mau tanya min kalau misalnya mau pulang karena baru mau vaksinasi itu bagaimana?,SE Kemenhub-53-2021
2021-07-24 7:44:25,"Kalo emg begitu aturannya harusnya di perketat dong penjagaan di bandara, kadang ada satu syarat yang kurang masih bisa tuh di lobi2 sama petugas di bandara, ndak semua bandara yah, bandara tertentu yang saya liat kemarin",SE Kemenhub-53-2021
2021-07-24 7:49:17,"Aduh admin kita tunggu yg terbaru, tolong di keluarkan dari jauh jauh hari kami rugi pcr hampir 11 jt cuma karena aturan yang menyusahkan kami!",SE Kemenhub-53-2021
2021-07-24 8:37:04,untuk test pcr itu di hitung waktunya dari pengambilan sample atau dari keluarnya  hasil pcr ? tolong di jawab terima kasih :),SE Kemenhub-53-2021
2021-07-24 11:00:58,"Kak tanya mau tanya, apa di airport menyediakan vaksinasi bagi mereka yg hendak bepergian ? Makasih",SE Kemenhub-53-2021
2021-07-24 11:12:50,"Kenapa harus ada surat rt/ rw ? Kan sudah ada eHAC untuk kita isi secara lengkap disitu,…",SE Kemenhub-53-2021
2021-07-24 11:54:49,"Siang pak, kalau untuk pekerja lapangan perusahaan kontraktor, dari Soetta Cengkareng tujuan Ambon, yg di perlukan Test PCR atau tetap perlu sertifikat vaksin 1 pak? Mohon informasinya pak, Terimakasih",SE Kemenhub-53-2021
2021-07-24 12:41:02,Min informasi persyaratan pasca PPKM Darurat apa ya?,SE Kemenhub-53-2021
2021-07-24 13:04:03,Serius lebih mahal PCR dr pd tiket pesawat,SE Kemenhub-53-2021
2021-07-24 16:42:57,Menangis,SE Kemenhub-53-2021
2021-07-24 18:44:24,"min mau nanya daya kan habis cuti dan mau balik kerja lagi kr luar pulau, jadi apakah masih butuh surat prngantar atau bisa nunjukkin id pegawai saja? Dan kalau butuh surat pengantarnya gimana min?",SE Kemenhub-53-2021
2021-07-25 1:53:24,Min UPG - DJB gak usah pakai kartu vaksin kan?,SE Kemenhub-53-2021
2021-07-25 1:57:30,pcr mahal tolong kerja samanya,SE Kemenhub-53-2021
2021-07-25 3:59:24,Kak mohon nanya mnyesuaikan ketentuan tujuan akhir itu seperti apa..?,SE Kemenhub-53-2021
2021-07-25 5:10:53,Min... Apa kartu vaksin udah cukup untuk perjalanan udara min.. Soal nya sertifikat vaksin nya belum dapat karena salah masuk nomor? Mohon di jawab min,SE Kemenhub-53-2021
2021-07-25 8:08:48,"Ya Allah, mau balik ke daerah masing² aja ribet nya minta ampun sebelumnya harus ada sertifikat vaksin, nah giliran udh vaksin dn dpt sertifikat nya eh malah ada persyaratan tambahan",SE Kemenhub-53-2021
2021-07-25 9:58:25,coba baca ini mbak,SE Kemenhub-53-2021
2021-07-25 12:00:25,"Untuk penerbangan 27 july 2021 cgk-kno 
Harus pcr?",SE Kemenhub-53-2021
2021-07-25 12:53:39,Flight dari palembang ke balikpapan ga perlu kartu vaksin kah?,SE Kemenhub-53-2021
2021-07-25 13:01:47,"Halo min, misalkan dari lampung terus mau ke jambi tapi transit ke jakarta apakah harus ada sertifikat vaksin juga ?  ",SE Kemenhub-53-2021
2021-07-25 13:24:23,kalo mau jemput anak ke bali krn tidak ada yg antar pulang ke jkt apakah bisa ? syaratnya apa aja ?,SE Kemenhub-53-2021
2021-07-25 13:52:02,Jika penerbangan untuk pulang ke kampung halaman boleh ?,SE Kemenhub-53-2021
2021-07-25 14:49:41,"Maaf admin, sy mau tanya tentang syarat penerbangan. Suami sy dari Jambi dan mau ke Tangerang buat urusan ketemu dokter untuk jadwal operasi sy, sedangkan di jambi blm dapat vaksin. Apakah tetap harus vaksin dan PCR 2x24 jam?",SE Kemenhub-53-2021
2021-07-25 15:22:02,"Tolong dong yang mau terbang tanpa keperluan mendesak diizinkan juga. Apa kurang sertifikat vaksin dan test PCR? PCR nya saja sudah memakan uang yang cukup lumayan dikondisi seperti ini, jangan dipersulit dengan 'surat keterangan'. Sama saja kalian menambah mobilitas masyarakat dengan harus mengurus surat keterangan. Tidak semuanya bisa dilakukan lewat WA/ email.",SE Kemenhub-53-2021
2021-07-25 16:58:40,Itu yg dari luar negeri masuk masuk aja,SE Kemenhub-53-2021
2021-07-26 2:28:37,Mau tanya min untuk mahasiswa yang selesai pendidikan dan balik ke rumah itu apakah perlu menggunakan surat keterangan atau STRP gitu min?,SE Kemenhub-53-2021
2021-07-26 4:19:42,Min kalo berangkat kuliah gimana min,SE Kemenhub-53-2021
2021-07-26 4:54:25,"kalau hanya dengan Kartu Vaksin dan PCR test , apakah bisa melakukan perjalanan dari sulawesi ke jawa? Apakah  STRP atau surat keterangan lain itu harus ada? , terima kasih Admin, salam sehat",SE Kemenhub-53-2021
2021-07-26 6:38:23,Lebih mahal PCR daripada tiket pesawat,SE Kemenhub-53-2021
2021-07-26 7:24:20,"Min kalo untuk persyaratan STRP itu gimana, saya ini pedagang biasa Yg gk ada hubungannya sama instansi pemerintah ataupun perusahaan, sebagai gantinya apa ya agar bisa melakukan penerbangan, mohon info dan jawabannya dong",SE Kemenhub-53-2021
2021-07-26 10:22:14,Untuk test di laboratorium terdaftar hanya selama PPKM atau tidak?,SE Kemenhub-53-2021
2021-07-26 11:02:15,"min kl anak bayi dibawah 2 tahun gak boleh naik pesawat juga? soalnya disitu anak dibawah 12 thn yg belum di vaksin gk boleh, sedangkan vaksin untuk anak umur segitu kan gak ada",SE Kemenhub-53-2021
2021-07-26 13:05:13,Malam… anak saya kuliah di bali… mau balik ke bali.... selain vaksin dan PCR.. Surat keterangan RT RW bisa ? Biar bisa berangkat,SE Kemenhub-53-2021
2021-07-27 1:58:30,"Selamat pagi admin.. saya mau tanya mengenai syarat penerbangan. Menunjukkan Surat PCR, terhitung saat pengambilan sample atau terhitung saat surat hasil PCR sudah keluar? Mengingat, surat PCR baru jadi 1 hari.. Terima kasih banyak sebelumnya",SE Kemenhub-53-2021
2021-08-02 4:56:31,gimana kalo di daerah tidak ada fasilitas PCR atau antigen apa bisa menggunakan Surat kesehatan dari dokter,SE Kemenhub-53-2021
2021-08-02 15:08:16,Bagaimana klo blm dapat vaksin mau melakukan perjalanan sedangkan vaksin hanya terbatas,SE Kemenhub-53-2021
2021-08-03 4:09:56,"Bawa surat RT RW kelurahan juga min ya, kok ada perangkat daerah,, dijelaskan perangkat daerah yg apa dl, RT, RW, lurah, camat, kamituo, sekda, bupati atau banpol?",SE Kemenhub-53-2021
2021-08-06 10:54:37,Halo admin kalau saya ada tugas menjadi trainer oleh di luar Jawa sementara saya domisili di Jogja tapi informasi bahwa dosis vaksin tahap 1 habis dan belum ada informasi lagi untuk pembukaan vaksinasi tahap 1 dari maupun lainnya. Apakah cukup hasil PCR dan surat tugas? Terimakasih sebelum nya,SE Kemenhub-53-2021
2021-08-09 14:45:47,Apakah masih tersedia vaksin gratis dosis 1 di bandara juanda dgn menunjukkan tiket ?,SE Kemenhub-53-2021
2021-07-05 7:25:20,"Min mau tanya kalo dari jakarta ke sumba timur waingapu, apakah masih butuh surat vaksin dlu .karna kami transit bali lanjut sumba timur waingapu.",SE Kemenhub-45-2021
